"MessageID","MessageString","Severity"
"11456","Synchronization component failed: the synchronization component (type = %1) failed to download %2, error code: %3.Possible cause: Typically, this error results when the user account running the synchronization component does not have access to the Internet.Solution:  Consider changing the proxy configuration to allow anonymous connections or specific IP addresses, or consult the product documentation on the use of the SMSPatchDownloader.ini file to configure specific proxy settings on the client computer that runs the catalog download.","Error"
"11458","Synchronization component failed: the synchronization component failed to update the Distribution Points for the catalog (type = %1).  Error code: %2.Solution: Consider the use of the /unattend command line option and a separate update schedule for this package.","Error"
"11459","Synchronization component failed: the synchronization component failed to update the Site Database for the catalog (type = %1). See the log file for details.","Error"
"11461"," The content downloaded can't be trusted as unable to verify the certificate attached to the content, or no certificate was attached to the content therefore it can't be trusted.","Error"
"11462"," An existing or higher version of a scan tool is already installed at a parent site in the hierarchy. You are not allowed to have multiple instances of same scan tool in a hierarchy. You should only install a scan tool at the central site in the hierarchy.","Error"
"11520","Device client deployment action failed. Failed to establish ActiveSync connection to device.","Error"
"11521","Device client deployment action failed. Invalid client settings file.","Error"
"11522","Device client deployment action failed. Error determining running directory for DmClientXfer.exe.","Error"
"11523","Device client deployment action failed. Required ActiveSync libraries missing.","Error"
"11524","Device client deployment action failed. Could not determine processor type of attached device.","Error"
"11525","Device client deployment action failed. Could not determine base operating system version of attached device.","Error"
"11526","Device client deployment action failed. Error determining client version for attached device.","Error"
"11527","Device client deployment action failed. Error creating client settingsini file.","Error"
"11528","Device client deployment action failed. Failed copying files to attached device.","Error"
"11529","Device client deployment action failed. Failed executing client installer program on attached device.","Error"
"11530","Device client deployment action may have failed. Failed reading status information from device.","Error"
"11540","Device client deployment action failed. Error determining running directory for client installer program.","Error"
"11541","Device client deployment action failed. Error executing pre-install command line.","Error"
"11542","Device client deployment action failed. Error executing post-install command line.","Error"
"11550","Device client installation or upgrade failed. Error during uninstallation of previous client.","Error"
"11551","Device client installation or upgrade failed. Invalid client settings file.","Error"
"11552","Device client installation or upgrade failed. Error installing client CAB file.","Error"
"11553","Device client installation or upgrade failed. Error starting client service.","Error"
"11554","Device client installation or upgrade failed. Error updating client settings.","Error"
"11555","Device Client Deployment failed with unknown error.","Error"
"11560","Device client verification or repair failed. Error during uninstallation of previous client.","Error"
"11561","Device client verification or repair failed. Invalid client settings file.","Error"
"11562","Device client verification or repair failed. Error installing client CAB file.","Error"
"11563","Device client verification or repair failed. Error starting client service.","Error"
"11564","Device client verification or repair failed. Error updating client settings.","Error"
"11565","Device client verification or repair failed. Error restoring required files.","Error"
"11566","Device client privileged certificate installation failed.  Device may have a security policy which prevents the client installer from installing certificates into the privileged and SPC certificate stores.","Error"
"11567","Encountered unknown error installing the device client.","Error"
"11568","Device client setup failed to launch during install.","Error"
"11570","Device client uninstallation failed. Error using unload.exe to uninstall the existing client.","Error"
"11571","Device client install/upgrade failed. Error enforcing new client. Device rolled back to old client (if existed before).","Error"
"11572","Device client rollback failed during unsuccessful upgrade. Error enforcing old client. Need to freshly install the client.","Error"
"11573","Device client failed to perform post cab install actions. Device client installation failed.","Error"
"11600","The Component ""%1"" encountered an error %2 of category ""%3"" at %4.","Error"
"11700","Scan tool %2 for the update %1 not available.","Error"
"11701","Scan tool %2 for the update %1 failed.","Error"
"11702","The contents hash for the update %1 provided in policy does not match with the contents downloaded.","Error"
"11703","The contents for update %1 could not be located.","Error"
"11704","Contents size for update %1 exceed free cache size available.The current cache size is %2 MB, of which %3 MB is available. The current amount of free disk space on the cache volume is %4 MB. This update requires %5 MB to be available in the cache.","Error"
"11705","Contents size for the update %1 exceed total cache size available.The current cache size is %2 MB, and %3 MB of cache space is available. This update requires %4 MB to be available in the cache.","Error"
"11706","Failed to download contents for update %1.","Error"
"11707","Update %1 cannot be attempted due to invalid commandline = %2.","Error"
"11708","Update %1 application failed with returned exit code = %2.","Error"
"11709","Update %1 did not finish in allocated time %2 seconds.","Error"
"11710","Creation of process failed for update %1.Commandline = %2","Error"
"11711","Failed to get installer path for the update %1.","Error"
"11712","Failed to monitor process for update %1 after service restart.","Error"
"11713","SMS internal error occurred for the update %1.","Error"
"11714","Bundle update ""%1"" failed to get content for update ""%2"". Please check the enforcement status of update ""%2"" to get further details.","Error"
"11715","Bundle update ""%1"" failed to install update ""%2"". Please check the enforcement status of update ""%2"" to get further details.","Error"
"11716","Bundle update ""%1"" failed to evaluate the applicability of its leaf updates.","Error"
"11717","Update ""%1"" failed to install as no current or future maintenance window is available to accomodate this update with max runtime = %2.Possible Cause: The duration for the maintenance window is shorter than the maximum runtime specified for this update.Solution: modify the duration of the maintenance window or add another maintenance window that is long enough in duration to accomodate the maximum runtime of this update.Possible Cause:There is only one maintenance window defined for this computer, and it is a one-time maintenance window that occurs in the past.Solution: You can delete the maintenance window if it is no longer applicable, or you can disable the maintenance window.  You can also add another maintenance window for this computer, and allow the update to run according to the new maintenance window schedule.Possible Cause: The deployment is not set to override maintenance window.Solution: Update the deployment to override maintenance windows.  Note: setting the override flag will cause the system to install the update at the deadline and may cause the system to restart if required. ","Error"
"11750","Updates enforcement job failed for assignment %1.","Error"
"11751","Updates failures occured during enforcement for assignment %1.","Error"
"11752","Some updates are still non-compliant after enforcement completion of the assignment %1.","Error"
"11753","Post restart updates compliance checking failed.","Error"
"11754","Failed to initiate enforcement of assignment %1.","Error"
"11755","Failed to initiate updates evaluation for assignment %1.","Error"
"11756","Updates evaluation job completed with failure for assignment %1.","Error"
"11757","Invalid policy received for assignment %1.","Error"
"11758","Failed to initiate updates advance download for assignment %1.","Error"
"11759","Updates advance download job completed with failure for assignment %1.","Error"
"11760","No maintenance window is defined to accommodate at least one update in the deployment %1.Possible Cause:There is only one maintenance window defined for this computer, and it is a one-time maintenance window that occurs in the past.Solution: You can delete the maintenance window if it is no longer applicable, or you can disable the maintenance window.  You can also add another maintenance window for this computer, and allow the update to run according to the new maintenance window schedule.Possible Cause: The deployment is not set to override maintenance window.Solution: Update the deployment to override maintenance windows.  Note: setting the override flag will cause the system to install the update at the deadline and may cause the system to restart if required. ","Error"
"11800","Failed to download baseline CI Id %1, version %2.","Error"
"11801","The contents hash for baseline CI Id %1, version %2 provided in policy does not match with the contents downloaded.","Error"
"11802","Cannot further process baseline CI Id %1, version %2. Managed client does not have theNet framework version 2.0 installed.","Error"
"11850","Failed to download baseline content %4 (%3), version %5.","Error"
"11851","The contents hash for baseline content %4 (%3), version %5 provided in policy does not match with the contents downloaded.","Error"
"11852","Failed to evaluate baseline content %4 (%3), version %5. %6.","Error"
"11853","Failed to report compliance state for baseline content %4 (%3), version %5.","Error"
"11857","Baseline content %4 (%3), version %5 which was previously compliant, had no prior discovery information, or a different non-compliance severity is now non-compliant with 'Critical' severity.","Error"
"11858","Baseline CI Id %1, version %2 could not be decompressed.","Error"
"11859","Baseline content %4 (%3), version %5 could not be decompressed.","Error"
"11860","Internal error - cannot further process baseline CI Id %1, version %2.","Error"
"11861","Internal error - cannot further process baseline content %4 (%3), version %5.","Error"
"11862","Failed to launch discovery process for baseline content %4 (%3), version %5.","Error"
"11863","Discovery process crashed for baseline content %4 (%3), version %5.","Error"
"11864","Baseline content %4, version %5 has model violations.","Error"
"11865","Baseline content %4, version %5 encountered one or more errors during discovery.","Error"
"11866","Download of baseline CI Id %1, version %2 timed out.","Error"
"11867","Download of baseline content %4 (%3), version %5 timed out.","Error"
"11901","The task sequence execution engine failed to install (%6) package (%5) for action (%2) in the group (%3) with exit code %4.","Error"
"11903","The task sequence failed to install application %5(%6) for action (%2) in the group (%3) with exit code %4.","Error"
"11905","The task sequence execution engine failed to install application %5(%6) that was specified through TS variable for action (%2) in the group (%3) with exit code %4.","Error"
"11907","The task sequence has failed to set UDA for users: %5 with assignment mode: %6 for action (%2) in the group (%3) with exit code %4.","Error"
"11908","The task sequence failed to install application %5(%6) for action (%2) in the group (%3). Please update maximum run time for this task sequence and run it again.","Error"
"11909","The task sequence failed to install application %5(%6) for action (%2) in the group (%3) because a 'requirement was not met' warning and per user instruction warning was treated as error with exit code %4.","Error"
"12001","The out of band management agent failed to start the configuration in action (%1) with error code %2(%3).","Error"
"12108","Application ""%1"" failed with failure exit code of %3.User name: %2.","Error"
"12109","Application ""%1"" failed to download content with error code of %3.User name: %2.","Error"
"12110","Application ""%1"" failed to be evaluated with error code of %3.User name: %2.","Error"
"12111","Application ""%1"" failed to launch on the client with error code of %3.Additional error message is: %4.User name: %2.","Error"
"12112","The system failed to suspend Bitlocker before a required system restart. The error returned from the suspend operation was: %1.","Error"
"12113","The agent failed to resume Bitlocker after a require system restart.  The error returned from the resume operation was: %1.","Error"
"13100","Power settings failed to apply for the following reasons:%1For more details please refer to powermgmt.log on client.","Error"
"13101","The power schema %1 failed to apply on the client. The error code is: [%2]. [Power Schema GUID is = %3]","Error"
"13200"," Failed to verify certificate for webservice %1 ","Error"
